Quiz Name,Subject,Chapter,Score,Total Marks,Correct Answers,Wrong Answers,Accuracy (%),Time Taken,Status,Attempted On
Modal Quiz,English,Nouns,1,10,1,0,10.0%,0:03,PASSED,2025-06-15 15:55
